Cut_ID,Product_Description,Al2O3,CaO,Fe,MgO,Mn,P,S,SiO2,TiO2,Cut_Volume,Cut_Tonnage,Cost
01-01-01-01-01,F,2.32177050773919,0.0333398639863372,61.5870303359825,0.0811534537069818,0.111392684715712,0.0784325245984163,0.0271872219923874,3.32341608067602,0.111383601313328,216.417881465144,462.056179639603,616.074906186137
01-01-01-01-02,F,2.33093579330673,0.0332825654547885,61.5495418667697,0.0811917001783551,0.110923538159055,0.0779864863802027,0.027018718281314,3.32010663204645,0.112012985075876,672.10197008001,1434.95013684179,956.633424561196
01-01-01-01-03,F,2.33093579330673,0.0332825654547885,61.5495418667697,0.0811917001783551,0.110923538159055,0.0779864863802027,0.027018718281314,3.32010663204645,0.112012985075876,672.10197008001,1434.95013684179,956.633424561196
01-01-01-01-04,F,2.33093579330673,0.0332825654547885,61.5495418667697,0.0811917001783551,0.110923538159055,0.0779864863802027,0.027018718281314,3.32010663204645,0.112012985075876,672.10197008001,1434.95013684179,956.633424561196
01-01-01-01-05,F,2.33093579330673,0.0332825654547885,61.5495418667697,0.0811917001783551,0.110923538159055,0.0779864863802027,0.027018718281314,3.32010663204645,0.112012985075876,672.10197008001,1434.95013684179,956.633424561196
01-01-01-01-06,F,2.33093579330673,0.0332825654547885,61.5495418667697,0.0811917001783551,0.110923538159055,0.0779864863802027,0.027018718281314,3.32010663204645,0.112012985075876,672.10197008001,1434.95013684179,956.633424561196
01-01-01-01-07,F,2.33093579330673,0.0332825654547885,61.5495418667697,0.0811917001783551,0.110923538159055,0.0779864863802027,0.027018718281314,3.32010663204645,0.112012985075876,672.10197008001,1434.95013684179,956.633424561196
01-01-01-01-08,F,2.33093579330673,0.0332825654547885,61.5495418667697,0.0811917001783551,0.110923538159055,0.0779864863802027,0.027018718281314,3.32010663204645,0.112012985075876,672.10197008001,1434.95013684179,956.633424561196
01-01-01-01-09,F,2.33093579330673,0.0332825654547885,61.5495418667697,0.0811917001783551,0.110923538159055,0.0779864863802027,0.027018718281314,3.32010663204645,0.112012985075876,672.10197008001,1434.95013684179,956.633424561196
01-01-01-01-10,F,2.32177050773919,0.0333398639863372,61.5870303359825,0.0811534537069818,0.111392684715712,0.0784325245984163,0.0271872219923874,3.32341608067602,0.111383601313328,216.417881465144,462.056179639603,616.074906186137
01-01-01-02-01,F,2.3592246724639,0.0338438487297175,61.5178162286964,0.0820617601806217,0.116379799155496,0.0782721021519445,0.0260692555027927,3.65361285606524,0.106738271423715,734.495994052194,1568.16253201799,1568.16253201799
01-01-01-02-02,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.120401468892881,0.0771793944993776,0.0249471304613122,3.77406272158604,0.105139779694293,1580.57137288528,3374.54911423628,1687.27455711814
01-01-01-02-03,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.120401468892881,0.0771793944993776,0.0249471304613122,3.77406272158604,0.105139779694293,1580.57137288528,3374.54911423628,1687.27455711814
01-01-01-02-04,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.120401468892881,0.0771793944993776,0.0249471304613122,3.77406272158604,0.105139779694293,1580.57137288528,3374.54911423628,1687.27455711814
01-01-01-02-05,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.120401468892881,0.0771793944993776,0.0249471304613122,3.77406272158604,0.105139779694293,1580.57137288528,3374.54911423628,1687.27455711814
01-01-01-02-06,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.120401468892881,0.0771793944993776,0.0249471304613122,3.77406272158604,0.105139779694293,1580.57137288528,3374.54911423628,1687.27455711814
01-01-01-02-07,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.120401468892881,0.0771793944993776,0.0249471304613122,3.77406272158604,0.105139779694293,1580.57137288528,3374.54911423628,1687.27455711814
01-01-01-02-08,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.120401468892881,0.0771793944993776,0.0249471304613122,3.77406272158604,0.105139779694293,1580.57137288528,3374.54911423628,1687.27455711814
01-01-01-02-09,F,2.35766536529312,0.0339571291252521,61.446086152879,0.0829716061018208,0.120401468892881,0.0771793944993776,0.0249471304613122,3.77406272158604,0.105139779694293,1580.57137288528,3374.54911423628,1687.27455711814
01-01-01-02-10,F,2.3592246724639,0.0338438487297175,61.5178162286964,0.0820617601806217,0.116379799155496,0.0782721021519445,0.0260692555027927,3.65361285606524,0.106738271423715,734.495994052194,1568.16253201799,1568.16253201799
01-01-01-03-01,F,2.35386301065751,0.0344094933016752,61.4897839041652,0.0811560598046819,0.114337888428197,0.0789170204987782,0.0239515971526089,4.10925335284324,0.101092145300969,1423.31838617782,3038.81107917623,2343.55610219247
01-01-01-03-02,F,2.34655290226431,0.0347758117279707,61.3991565710714,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
01-01-01-03-03,F,2.34655290226431,0.0347758117279707,61.3991565710714,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
01-01-01-03-04,F,2.34655290226431,0.0347758117279707,61.3991565710714,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
01-01-01-03-05,F,2.34655290226431,0.0347758117279707,61.3991565710714,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
01-01-01-03-06,F,2.34655290226431,0.0347758117279707,61.3991565710714,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
01-01-01-03-07,F,2.34655290226431,0.0347758117279707,61.3991565710714,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
01-01-01-03-08,F,2.34655290226431,0.0347758117279707,61.3991565710714,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
01-01-01-03-09,F,2.34655290226431,0.0347758117279707,61.3991565710714,0.0816254366748824,0.112736302055619,0.0777845849115915,0.0219716786043065,4.36929208121153,0.0989067839074638,2300.72191095375,4912.08383240565,1901.45180609251
01-01-01-03-10,F,2.35386301065751,0.0344094933016752,61.4897839041652,0.0811560598046819,0.114337888428197,0.0789170204987782,0.0239515971526089,4.10925335284324,0.101092145300969,1423.31838617782,3038.81107917623,2343.55610219247
01-01-01-04-01,F,2.35293466678094,0.0354436247660772,61.4051259390726,0.0838354055849578,0.105866055462022,0.0769542694449907,0.0222352520048032,4.3546211152152,0.100582925858271,2328.69692653976,4971.81100808782,3314.54067205854
01-01-01-04-02,F,2.34651509871838,0.0364571311870213,61.2667772618599,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.87244902223,6449.61855057502,2149.87285019167
01-01-01-04-03,F,2.34651509871838,0.0364571311870213,61.2667772618599,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.87244902223,6449.61855057502,2149.87285019167
01-01-01-04-04,F,2.34651509871838,0.0364571311870213,61.2667772618599,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.87244902223,6449.61855057502,2149.87285019167
01-01-01-04-05,F,2.34651509871838,0.0364571311870213,61.2667772618599,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.87244902223,6449.61855057502,2149.87285019167
01-01-01-04-06,F,2.34651509871838,0.0364571311870213,61.2667772618599,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.87244902223,6449.61855057502,2149.87285019167
01-01-01-04-07,F,2.34651509871838,0.0364571311870213,61.2667772618599,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.87244902223,6449.61855057502,2149.87285019167
01-01-01-04-08,F,2.34651509871838,0.0364571311870213,61.2667772618599,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.87244902223,6449.61855057502,2149.87285019167
01-01-01-04-09,F,2.34651509871838,0.0364571311870213,61.2667772618599,0.0871684633979314,0.0977854981704418,0.0738988343601867,0.0199540162342432,4.59051839041804,0.100796227583941,3020.87244902223,6449.61855057502,2149.87285019167
01-01-01-04-10,F,2.35293466678094,0.0354436247660772,61.4051259390726,0.0838354055849578,0.105866055462022,0.0769542694449907,0.0222352520048032,4.3546211152152,0.100582925858271,2328.69692653976,4971.81100808782,3314.54067205854
01-01-02-01-01,F,2.64377460067266,0.0454928071247914,63.062549893856,0.0600392053921984,0.032608910817055,0.101828463627706,0.0204813108274598,3.92563591326802,0.104495032450778,216.417881465144,472.573821652812,630.098428870416
01-01-02-01-02,F,2.64669462716538,0.0456655612584673,63.0342768551282,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.61346331841,978.408975545608
01-01-02-01-03,F,2.64669462716538,0.0456655612584673,63.0342768551282,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.61346331841,978.408975545608
01-01-02-01-04,F,2.64669462716538,0.0456655612584673,63.0342768551282,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.61346331841,978.408975545608
01-01-02-01-05,F,2.64669462716538,0.0456655612584673,63.0342768551282,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.61346331841,978.408975545608
01-01-02-01-06,F,2.64669462716538,0.0456655612584673,63.0342768551282,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.61346331841,978.408975545608
01-01-02-01-07,F,2.64669462716538,0.0456655612584673,63.0342768551282,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.61346331841,978.408975545608
01-01-02-01-08,F,2.64669462716538,0.0456655612584673,63.0342768551282,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.61346331841,978.408975545608
01-01-02-01-09,F,2.64669462716538,0.0456655612584673,63.0342768551282,0.0602099534697275,0.0329856717243055,0.101241972889949,0.0205356577696627,3.95975132287842,0.104674779378227,672.10197008001,1467.61346331841,978.408975545608
01-01-02-01-10,F,2.64377460067266,0.0454928071247914,63.062549893856,0.0600392053921984,0.032608910817055,0.101828463627706,0.0204813108274598,3.92563591326802,0.104495032450778,216.417881465144,472.573821652812,630.098428870416
01-01-02-02-01,F,2.42592669134829,0.0448867944389889,62.9917751516851,0.0535115462191159,0.0381678362746606,0.109988271988984,0.0173676569620244,3.79123340205001,0.0899459323883302,734.495994052194,1603.85813107513,1603.85813107513
01-01-02-02-02,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.76567710659758,0.0870624287077149,1580.57137288528,3451.36293277933,1725.68146638966
01-01-02-02-03,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.76567710659758,0.0870624287077149,1580.57137288528,3451.36293277933,1725.68146638966
01-01-02-02-04,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.76567710659758,0.0870624287077149,1580.57137288528,3451.36293277933,1725.68146638966
01-01-02-02-05,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.76567710659758,0.0870624287077149,1580.57137288528,3451.36293277933,1725.68146638966
01-01-02-02-06,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.76567710659758,0.0870624287077149,1580.57137288528,3451.36293277933,1725.68146638966
01-01-02-02-07,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.76567710659758,0.0870624287077149,1580.57137288528,3451.36293277933,1725.68146638966
01-01-02-02-08,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.76567710659758,0.0870624287077149,1580.57137288528,3451.36293277933,1725.68146638966
01-01-02-02-09,F,2.39914174269372,0.0448612295091475,62.9988168206339,0.0514455541683751,0.0386675962073881,0.11159808004692,0.0171281088530916,3.76567710659758,0.0870624287077149,1580.57137288528,3451.36293277933,1725.68146638966
01-01-02-02-10,F,2.42592669134829,0.0448867944389889,62.9917751516851,0.0535115462191159,0.0381678362746606,0.109988271988984,0.0173676569620244,3.79123340205001,0.0899459323883302,734.495994052194,1603.85813107513,1603.85813107513
01-01-02-03-01,F,2.26450319309212,0.0433687027581159,63.1031735830065,0.0492488375408994,0.0403123951524418,0.115689375218125,0.0155564334635409,3.66365277749116,0.0825517697975903,1423.31838617782,3107.98259659102,2396.90174544294
01-01-02-03-02,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.73396588842
01-01-02-03-03,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.73396588842
01-01-02-03-04,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.73396588842
01-01-02-03-05,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.73396588842
01-01-02-03-06,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.73396588842
01-01-02-03-07,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.73396588842
01-01-02-03-08,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.73396588842
01-01-02-03-09,F,2.22546674462867,0.0430911737526853,63.1483735022446,0.0474179108291689,0.0407234859304904,0.116245979647291,0.0153363211869876,3.69344199781916,0.0812741965246438,2300.72191095375,5023.8960785451,1944.73396588842
01-01-02-03-10,F,2.26450319309212,0.0433687027581159,63.1031735830065,0.0492488375408994,0.0403123951524418,0.115689375218125,0.0155564334635409,3.66365277749116,0.0825517697975903,1423.31838617782,3107.98259659102,2396.90174544294
01-01-02-04-01,F,2.23879838203593,0.0443236628774934,63.0367862803176,0.0478194757781343,0.0418195695886801,0.112557808051865,0.0150889491307414,3.90146093290322,0.0831026426755012,2328.69692653976,5084.98280546792,3389.98853697862
01-01-02-04-02,F,2.25836938652283,0.0456668904427269,62.9664853192881,0.046900750632067,0.0424647560035097,0.107517185260718,0.015332122123865,4.20242419940856,0.0860085896025386,3020.87244902223,6596.42922431087,2198.80974143696
01-01-02-04-03,F,2.25836938652283,0.0456668904427269,62.9664853192881,0.046900750632067,0.0424647560035097,0.107517185260718,0.015332122123865,4.20242419940856,0.0860085896025386,3020.87244902223,6596.42922431087,2198.80974143696
01-01-02-04-04,F,2.25836938652283,0.0456668904427269,62.9664853192881,0.046900750632067,0.0424647560035097,0.107517185260718,0.015332122123865,4.20242419940856,0.0860085896025386,3020.87244902223,6596.42922431087,2198.80974143696
01-01-02-04-05,F,2.25836938652283,0.0456668904427269,62.9664853192881,0.046900750632067,0.0424647560035097,0.107517185260718,0.015332122123865,4.20242419940856,0.0860085896025386,3020.87244902223,6596.42922431087,2198.80974143696
01-01-02-04-06,F,2.25836938652283,0.0456668904427269,62.9664853192881,0.046900750632067,0.0424647560035097,0.107517185260718,0.015332122123865,4.20242419940856,0.0860085896025386,3020.87244902223,6596.42922431087,2198.80974143696
